measure,quantile,time,sex,age,value,ethnic
ex,97.50%,2022-2024,Male,45,37.02,NZ total
ex,97.50%,2022-2024,Male,46,36.09,NZ total
ex,97.50%,2022-2024,Male,47,35.16,NZ total
ex,97.50%,2022-2024,Male,48,34.24,NZ total
ex,97.50%,2022-2024,Male,49,33.32,NZ total
ex,97.50%,2022-2024,Male,50,32.4,NZ total
ex,97.50%,2022-2024,Male,51,31.5,NZ total
ex,97.50%,2022-2024,Male,52,30.59,NZ total
ex,97.50%,2022-2024,Male,53,29.7,NZ total
ex,97.50%,2022-2024,Male,54,28.81,NZ total
ex,97.50%,2022-2024,Male,55,27.92,NZ total
ex,97.50%,2022-2024,Male,56,27.05,NZ total
ex,97.50%,2022-2024,Male,57,26.18,NZ total
ex,97.50%,2022-2024,Male,58,25.32,NZ total
ex,97.50%,2022-2024,Male,59,24.46,NZ total
ex,97.50%,2022-2024,Male,60,23.62,NZ total
ex,97.50%,2022-2024,Male,61,22.78,NZ total
ex,97.50%,2022-2024,Male,62,21.95,NZ total
ex,97.50%,2022-2024,Male,63,21.12,NZ total
ex,97.50%,2022-2024,Male,64,20.3,NZ total
ex,97.50%,2022-2024,Male,65,19.5,NZ total
ex,97.50%,2022-2024,Male,66,18.7,NZ total
ex,97.50%,2022-2024,Male,67,17.9,NZ total
ex,97.50%,2022-2024,Male,68,17.12,NZ total
ex,97.50%,2022-2024,Male,69,16.34,NZ total
ex,97.50%,2022-2024,Male,70,15.58,NZ total
ex,97.50%,2022-2024,Male,71,14.82,NZ total
ex,97.50%,2022-2024,Male,72,14.08,NZ total
ex,97.50%,2022-2024,Male,73,13.35,NZ total
ex,97.50%,2022-2024,Male,74,12.64,NZ total
ex,97.50%,2022-2024,Male,75,11.94,NZ total
ex,97.50%,2022-2024,Male,76,11.25,NZ total
ex,97.50%,2022-2024,Male,77,10.58,NZ total
ex,97.50%,2022-2024,Male,78,9.93,NZ total
ex,97.50%,2022-2024,Male,79,9.3,NZ total
ex,97.50%,2022-2024,Male,80,8.69,NZ total
ex,97.50%,2022-2024,Male,81,8.1,NZ total
ex,97.50%,2022-2024,Male,82,7.53,NZ total
ex,97.50%,2022-2024,Male,83,6.99,NZ total
ex,97.50%,2022-2024,Male,84,6.47,NZ total
ex,97.50%,2022-2024,Male,85,5.98,NZ total
ex,97.50%,2022-2024,Male,86,5.52,NZ total
ex,97.50%,2022-2024,Male,87,5.09,NZ total
ex,97.50%,2022-2024,Male,88,4.69,NZ total
ex,97.50%,2022-2024,Male,89,4.32,NZ total
ex,97.50%,2022-2024,Male,90,3.98,NZ total
ex,97.50%,2022-2024,Male,91,3.67,NZ total
ex,97.50%,2022-2024,Male,92,3.39,NZ total
ex,97.50%,2022-2024,Male,93,3.13,NZ total
ex,97.50%,2022-2024,Male,94,2.89,NZ total
ex,97.50%,2022-2024,Male,95,2.69,NZ total
ex,97.50%,2022-2024,Male,96,2.5,NZ total
ex,97.50%,2022-2024,Male,97,2.34,NZ total
ex,97.50%,2022-2024,Male,98,2.2,NZ total
ex,97.50%,2022-2024,Male,99,2.08,NZ total
ex,97.50%,2022-2024,Male,100,1.97,NZ total
ex,97.50%,2022-2024,Male,101,1.89,NZ total
ex,97.50%,2022-2024,Male,102,1.83,NZ total
ex,97.50%,2022-2024,Male,103,1.79,NZ total
ex,97.50%,2022-2024,Male,104,1.78,NZ total
ex,97.50%,2022-2024,Male,105+,1.77,NZ total
lx,2.50%,2022-2024,Female,0,100000,Maori
lx,2.50%,2022-2024,Female,1,99406,Maori
lx,2.50%,2022-2024,Female,2,99378,Maori
lx,2.50%,2022-2024,Female,3,99357,Maori
lx,2.50%,2022-2024,Female,4,99340,Maori
lx,2.50%,2022-2024,Female,5,99326,Maori
lx,2.50%,2022-2024,Female,6,99314,Maori
lx,2.50%,2022-2024,Female,7,99304,Maori
lx,2.50%,2022-2024,Female,8,99294,Maori
lx,2.50%,2022-2024,Female,9,99285,Maori
lx,2.50%,2022-2024,Female,10,99276,Maori
lx,2.50%,2022-2024,Female,11,99266,Maori
lx,2.50%,2022-2024,Female,12,99255,Maori
lx,2.50%,2022-2024,Female,13,99241,Maori
lx,2.50%,2022-2024,Female,14,99225,Maori
lx,2.50%,2022-2024,Female,15,99206,Maori
lx,2.50%,2022-2024,Female,16,99180,Maori
lx,2.50%,2022-2024,Female,17,99147,Maori
lx,2.50%,2022-2024,Female,18,99105,Maori
lx,2.50%,2022-2024,Female,19,99054,Maori
lx,2.50%,2022-2024,Female,20,98997,Maori
lx,2.50%,2022-2024,Female,21,98934,Maori
lx,2.50%,2022-2024,Female,22,98869,Maori
lx,2.50%,2022-2024,Female,23,98804,Maori
lx,2.50%,2022-2024,Female,24,98734,Maori
lx,2.50%,2022-2024,Female,25,98661,Maori
lx,2.50%,2022-2024,Female,26,98585,Maori
lx,2.50%,2022-2024,Female,27,98507,Maori
lx,2.50%,2022-2024,Female,28,98430,Maori
lx,2.50%,2022-2024,Female,29,98351,Maori
lx,2.50%,2022-2024,Female,30,98269,Maori
lx,2.50%,2022-2024,Female,31,98185,Maori
lx,2.50%,2022-2024,Female,32,98099,Maori
lx,2.50%,2022-2024,Female,33,98012,Maori
lx,2.50%,2022-2024,Female,34,97914,Maori
lx,2.50%,2022-2024,Female,35,97809,Maori
lx,2.50%,2022-2024,Female,36,97698,Maori
lx,2.50%,2022-2024,Female,37,97580,Maori
lx,2.50%,2022-2024,Female,38,97452,Maori
lx,2.50%,2022-2024,Female,39,97318,Maori
lx,2.50%,2022-2024,Female,40,97169,Maori
lx,2.50%,2022-2024,Female,41,97008,Maori
lx,2.50%,2022-2024,Female,42,96832,Maori
lx,2.50%,2022-2024,Female,43,96638,Maori
lx,2.50%,2022-2024,Female,44,96421,Maori
lx,2.50%,2022-2024,Female,45,96183,Maori
lx,2.50%,2022-2024,Female,46,95935,Maori
lx,2.50%,2022-2024,Female,47,95671,Maori
lx,2.50%,2022-2024,Female,48,95383,Maori
lx,2.50%,2022-2024,Female,49,95068,Maori
lx,2.50%,2022-2024,Female,50,94719,Maori
lx,2.50%,2022-2024,Female,51,94340,Maori
lx,2.50%,2022-2024,Female,52,93924,Maori
lx,2.50%,2022-2024,Female,53,93467,Maori
lx,2.50%,2022-2024,Female,54,92953,Maori
lx,2.50%,2022-2024,Female,55,92397,Maori
lx,2.50%,2022-2024,Female,56,91794,Maori
lx,2.50%,2022-2024,Female,57,91139,Maori
lx,2.50%,2022-2024,Female,58,90426,Maori
lx,2.50%,2022-2024,Female,59,89674,Maori
lx,2.50%,2022-2024,Female,60,88855,Maori
lx,2.50%,2022-2024,Female,61,87970,Maori
lx,2.50%,2022-2024,Female,62,87022,Maori
lx,2.50%,2022-2024,Female,63,86004,Maori
lx,2.50%,2022-2024,Female,64,84902,Maori
lx,2.50%,2022-2024,Female,65,83719,Maori
lx,2.50%,2022-2024,Female,66,82459,Maori
lx,2.50%,2022-2024,Female,67,81091,Maori
lx,2.50%,2022-2024,Female,68,79645,Maori
lx,2.50%,2022-2024,Female,69,78084,Maori
lx,2.50%,2022-2024,Female,70,76423,Maori
lx,2.50%,2022-2024,Female,71,74647,Maori
lx,2.50%,2022-2024,Female,72,72762,Maori
lx,2.50%,2022-2024,Female,73,70747,Maori
lx,2.50%,2022-2024,Female,74,68615,Maori
lx,2.50%,2022-2024,Female,75,66341,Maori
lx,2.50%,2022-2024,Female,76,63932,Maori
lx,2.50%,2022-2024,Female,77,61368,Maori
lx,2.50%,2022-2024,Female,78,58648,Maori
lx,2.50%,2022-2024,Female,79,55799,Maori
lx,2.50%,2022-2024,Female,80,52815,Maori
lx,2.50%,2022-2024,Female,81,49702,Maori
lx,2.50%,2022-2024,Female,82,46497,Maori
lx,2.50%,2022-2024,Female,83,43171,Maori
lx,2.50%,2022-2024,Female,84,39758,Maori
lx,2.50%,2022-2024,Female,85,36279,Maori
lx,2.50%,2022-2024,Female,86,32760,Maori
lx,2.50%,2022-2024,Female,87,29250,Maori
lx,2.50%,2022-2024,Female,88,25752,Maori
lx,2.50%,2022-2024,Female,89,22372,Maori
lx,2.50%,2022-2024,Female,90,19113,Maori
lx,2.50%,2022-2024,Female,91,16007,Maori
lx,2.50%,2022-2024,Female,92,13154,Maori
lx,2.50%,2022-2024,Female,93,10547,Maori
lx,2.50%,2022-2024,Female,94,8230,Maori
lx,2.50%,2022-2024,Female,95,6233,Maori
lx,2.50%,2022-2024,Female,96,4535,Maori
lx,2.50%,2022-2024,Female,97,3183,Maori
lx,2.50%,2022-2024,Female,98,2138,Maori
lx,2.50%,2022-2024,Female,99,1371,Maori
lx,2.50%,2022-2024,Female,100+,840,Maori
lx,2.50%,2022-2024,Male,0,100000,Maori
lx,2.50%,2022-2024,Male,1,99244,Maori
lx,2.50%,2022-2024,Male,2,99208,Maori
lx,2.50%,2022-2024,Male,3,99179,Maori
lx,2.50%,2022-2024,Male,4,99157,Maori
lx,2.50%,2022-2024,Male,5,99138,Maori
lx,2.50%,2022-2024,Male,6,99122,Maori
lx,2.50%,2022-2024,Male,7,99109,Maori
lx,2.50%,2022-2024,Male,8,99095,Maori
lx,2.50%,2022-2024,Male,9,99083,Maori
lx,2.50%,2022-2024,Male,10,99068,Maori
lx,2.50%,2022-2024,Male,11,99054,Maori
lx,2.50%,2022-2024,Male,12,99037,Maori
lx,2.50%,2022-2024,Male,13,99017,Maori
lx,2.50%,2022-2024,Male,14,98994,Maori
lx,2.50%,2022-2024,Male,15,98963,Maori
lx,2.50%,2022-2024,Male,16,98924,Maori
lx,2.50%,2022-2024,Male,17,98872,Maori
lx,2.50%,2022-2024,Male,18,98804,Maori
lx,2.50%,2022-2024,Male,19,98718,Maori
lx,2.50%,2022-2024,Male,20,98621,Maori
lx,2.50%,2022-2024,Male,21,98515,Maori
lx,2.50%,2022-2024,Male,22,98400,Maori
lx,2.50%,2022-2024,Male,23,98283,Maori
lx,2.50%,2022-2024,Male,24,98160,Maori
lx,2.50%,2022-2024,Male,25,98029,Maori
lx,2.50%,2022-2024,Male,26,97894,Maori
lx,2.50%,2022-2024,Male,27,97759,Maori
lx,2.50%,2022-2024,Male,28,97617,Maori
lx,2.50%,2022-2024,Male,29,97477,Maori
lx,2.50%,2022-2024,Male,30,97330,Maori
lx,2.50%,2022-2024,Male,31,97178,Maori
lx,2.50%,2022-2024,Male,32,97020,Maori
lx,2.50%,2022-2024,Male,33,96854,Maori
lx,2.50%,2022-2024,Male,34,96678,Maori
lx,2.50%,2022-2024,Male,35,96492,Maori
lx,2.50%,2022-2024,Male,36,96299,Maori
lx,2.50%,2022-2024,Male,37,96097,Maori
lx,2.50%,2022-2024,Male,38,95887,Maori
lx,2.50%,2022-2024,Male,39,95665,Maori
lx,2.50%,2022-2024,Male,40,95432,Maori
lx,2.50%,2022-2024,Male,41,95181,Maori
lx,2.50%,2022-2024,Male,42,94905,Maori
lx,2.50%,2022-2024,Male,43,94602,Maori
lx,2.50%,2022-2024,Male,44,94270,Maori
lx,2.50%,2022-2024,Male,45,93927,Maori
lx,2.50%,2022-2024,Male,46,93568,Maori
lx,2.50%,2022-2024,Male,47,93180,Maori
lx,2.50%,2022-2024,Male,48,92763,Maori
lx,2.50%,2022-2024,Male,49,92305,Maori
lx,2.50%,2022-2024,Male,50,91818,Maori
lx,2.50%,2022-2024,Male,51,91304,Maori
lx,2.50%,2022-2024,Male,52,90735,Maori
lx,2.50%,2022-2024,Male,53,90103,Maori
lx,2.50%,2022-2024,Male,54,89391,Maori
lx,2.50%,2022-2024,Male,55,88601,Maori
lx,2.50%,2022-2024,Male,56,87755,Maori
lx,2.50%,2022-2024,Male,57,86837,Maori
lx,2.50%,2022-2024,Male,58,85857,Maori
lx,2.50%,2022-2024,Male,59,84795,Maori
lx,2.50%,2022-2024,Male,60,83649,Maori
lx,2.50%,2022-2024,Male,61,82421,Maori
lx,2.50%,2022-2024,Male,62,81117,Maori
lx,2.50%,2022-2024,Male,63,79720,Maori
lx,2.50%,2022-2024,Male,64,78229,Maori
lx,2.50%,2022-2024,Male,65,76640,Maori
lx,2.50%,2022-2024,Male,66,74952,Maori
lx,2.50%,2022-2024,Male,67,73163,Maori
lx,2.50%,2022-2024,Male,68,71237,Maori
lx,2.50%,2022-2024,Male,69,69211,Maori
lx,2.50%,2022-2024,Male,70,67069,Maori
lx,2.50%,2022-2024,Male,71,64821,Maori
lx,2.50%,2022-2024,Male,72,62454,Maori
lx,2.50%,2022-2024,Male,73,59947,Maori
lx,2.50%,2022-2024,Male,74,57334,Maori
lx,2.50%,2022-2024,Male,75,54599,Maori
lx,2.50%,2022-2024,Male,76,51789,Maori
lx,2.50%,2022-2024,Male,77,48868,Maori
lx,2.50%,2022-2024,Male,78,45888,Maori
lx,2.50%,2022-2024,Male,79,42851,Maori
lx,2.50%,2022-2024,Male,80,39730,Maori
lx,2.50%,2022-2024,Male,81,36560,Maori
lx,2.50%,2022-2024,Male,82,33402,Maori
lx,2.50%,2022-2024,Male,83,30223,Maori
lx,2.50%,2022-2024,Male,84,27047,Maori
lx,2.50%,2022-2024,Male,85,23918,Maori
lx,2.50%,2022-2024,Male,86,20908,Maori
lx,2.50%,2022-2024,Male,87,17990,Maori
lx,2.50%,2022-2024,Male,88,15228,Maori
lx,2.50%,2022-2024,Male,89,12703,Maori
lx,2.50%,2022-2024,Male,90,10411,Maori
lx,2.50%,2022-2024,Male,91,8352,Maori
lx,2.50%,2022-2024,Male,92,6552,Maori
lx,2.50%,2022-2024,Male,93,5017,Maori
lx,2.50%,2022-2024,Male,94,3738,Maori
lx,2.50%,2022-2024,Male,95,2700,Maori
lx,2.50%,2022-2024,Male,96,1875,Maori
lx,2.50%,2022-2024,Male,97,1251,Maori
lx,2.50%,2022-2024,Male,98,795,Maori
lx,2.50%,2022-2024,Male,99,475,Maori
lx,2.50%,2022-2024,Male,100+,271,Maori
lx,2.50%,2022-2024,Female,0,100000,nonMaori
lx,2.50%,2022-2024,Female,1,99580,nonMaori
lx,2.50%,2022-2024,Female,2,99560,nonMaori
lx,2.50%,2022-2024,Female,3,99546,nonMaori
lx,2.50%,2022-2024,Female,4,99533,nonMaori
lx,2.50%,2022-2024,Female,5,99524,nonMaori
lx,2.50%,2022-2024,Female,6,99516,nonMaori
lx,2.50%,2022-2024,Female,7,99510,nonMaori
lx,2.50%,2022-2024,Female,8,99504,nonMaori
lx,2.50%,2022-2024,Female,9,99498,nonMaori
lx,2.50%,2022-2024,Female,10,99492,nonMaori
lx,2.50%,2022-2024,Female,11,99486,nonMaori
lx,2.50%,2022-2024,Female,12,99479,nonMaori
lx,2.50%,2022-2024,Female,13,99472,nonMaori
lx,2.50%,2022-2024,Female,14,99464,nonMaori
lx,2.50%,2022-2024,Female,15,99453,nonMaori
lx,2.50%,2022-2024,Female,16,99440,nonMaori
lx,2.50%,2022-2024,Female,17,99423,nonMaori
lx,2.50%,2022-2024,Female,18,99401,nonMaori
lx,2.50%,2022-2024,Female,19,99375,nonMaori
lx,2.50%,2022-2024,Female,20,99347,nonMaori
lx,2.50%,2022-2024,Female,21,99317,nonMaori
lx,2.50%,2022-2024,Female,22,99285,nonMaori
lx,2.50%,2022-2024,Female,23,99252,nonMaori
lx,2.50%,2022-2024,Female,24,99219,nonMaori
lx,2.50%,2022-2024,Female,25,99184,nonMaori
lx,2.50%,2022-2024,Female,26,99150,nonMaori
lx,2.50%,2022-2024,Female,27,99117,nonMaori
lx,2.50%,2022-2024,Female,28,99084,nonMaori
lx,2.50%,2022-2024,Female,29,99050,nonMaori
lx,2.50%,2022-2024,Female,30,99018,nonMaori
lx,2.50%,2022-2024,Female,31,98986,nonMaori
lx,2.50%,2022-2024,Female,32,98952,nonMaori
lx,2.50%,2022-2024,Female,33,98918,nonMaori
lx,2.50%,2022-2024,Female,34,98881,nonMaori
lx,2.50%,2022-2024,Female,35,98843,nonMaori
lx,2.50%,2022-2024,Female,36,98801,nonMaori
lx,2.50%,2022-2024,Female,37,98757,nonMaori
lx,2.50%,2022-2024,Female,38,98709,nonMaori
lx,2.50%,2022-2024,Female,39,98659,nonMaori
lx,2.50%,2022-2024,Female,40,98604,nonMaori
lx,2.50%,2022-2024,Female,41,98543,nonMaori
lx,2.50%,2022-2024,Female,42,98474,nonMaori
lx,2.50%,2022-2024,Female,43,98395,nonMaori
lx,2.50%,2022-2024,Female,44,98304,nonMaori
lx,2.50%,2022-2024,Female,45,98204,nonMaori
lx,2.50%,2022-2024,Female,46,98096,nonMaori
lx,2.50%,2022-2024,Female,47,97979,nonMaori
lx,2.50%,2022-2024,Female,48,97854,nonMaori
lx,2.50%,2022-2024,Female,49,97715,nonMaori
lx,2.50%,2022-2024,Female,50,97563,nonMaori
lx,2.50%,2022-2024,Female,51,97397,nonMaori
lx,2.50%,2022-2024,Female,52,97218,nonMaori
lx,2.50%,2022-2024,Female,53,97024,nonMaori
lx,2.50%,2022-2024,Female,54,96813,nonMaori
lx,2.50%,2022-2024,Female,55,96585,nonMaori
lx,2.50%,2022-2024,Female,56,96335,nonMaori
lx,2.50%,2022-2024,Female,57,96063,nonMaori
lx,2.50%,2022-2024,Female,58,95764,nonMaori
lx,2.50%,2022-2024,Female,59,95440,nonMaori
lx,2.50%,2022-2024,Female,60,95088,nonMaori
lx,2.50%,2022-2024,Female,61,94708,nonMaori
lx,2.50%,2022-2024,Female,62,94293,nonMaori
lx,2.50%,2022-2024,Female,63,93844,nonMaori
lx,2.50%,2022-2024,Female,64,93353,nonMaori
lx,2.50%,2022-2024,Female,65,92814,nonMaori
lx,2.50%,2022-2024,Female,66,92236,nonMaori
lx,2.50%,2022-2024,Female,67,91603,nonMaori
lx,2.50%,2022-2024,Female,68,90911,nonMaori
lx,2.50%,2022-2024,Female,69,90164,nonMaori
lx,2.50%,2022-2024,Female,70,89347,nonMaori
lx,2.50%,2022-2024,Female,71,88455,nonMaori
lx,2.50%,2022-2024,Female,72,87474,nonMaori
lx,2.50%,2022-2024,Female,73,86392,nonMaori
lx,2.50%,2022-2024,Female,74,85189,nonMaori
lx,2.50%,2022-2024,Female,75,83846,nonMaori
lx,2.50%,2022-2024,Female,76,82352,nonMaori
lx,2.50%,2022-2024,Female,77,80679,nonMaori
lx,2.50%,2022-2024,Female,78,78819,nonMaori
lx,2.50%,2022-2024,Female,79,76735,nonMaori
lx,2.50%,2022-2024,Female,80,74423,nonMaori
lx,2.50%,2022-2024,Female,81,71861,nonMaori
lx,2.50%,2022-2024,Female,82,69024,nonMaori
lx,2.50%,2022-2024,Female,83,65897,nonMaori
lx,2.50%,2022-2024,Female,84,62477,nonMaori
lx,2.50%,2022-2024,Female,85,58745,nonMaori
lx,2.50%,2022-2024,Female,86,54717,nonMaori
lx,2.50%,2022-2024,Female,87,50397,nonMaori
lx,2.50%,2022-2024,Female,88,45832,nonMaori
lx,2.50%,2022-2024,Female,89,41046,nonMaori
lx,2.50%,2022-2024,Female,90,36151,nonMaori
lx,2.50%,2022-2024,Female,91,31233,nonMaori
lx,2.50%,2022-2024,Female,92,26404,nonMaori
lx,2.50%,2022-2024,Female,93,21775,nonMaori
lx,2.50%,2022-2024,Female,94,17478,nonMaori
lx,2.50%,2022-2024,Female,95,13618,nonMaori
lx,2.50%,2022-2024,Female,96,10276,nonMaori
lx,2.50%,2022-2024,Female,97,7497,nonMaori
lx,2.50%,2022-2024,Female,98,5284,nonMaori
lx,2.50%,2022-2024,Female,99,3586,nonMaori
lx,2.50%,2022-2024,Female,100+,2343,nonMaori
lx,2.50%,2022-2024,Male,0,100000,nonMaori
lx,2.50%,2022-2024,Male,1,99473,nonMaori
lx,2.50%,2022-2024,Male,2,99448,nonMaori
lx,2.50%,2022-2024,Male,3,99430,nonMaori
lx,2.50%,2022-2024,Male,4,99415,nonMaori
lx,2.50%,2022-2024,Male,5,99404,nonMaori
lx,2.50%,2022-2024,Male,6,99394,nonMaori
lx,2.50%,2022-2024,Male,7,99386,nonMaori
lx,2.50%,2022-2024,Male,8,99378,nonMaori
lx,2.50%,2022-2024,Male,9,99370,nonMaori
lx,2.50%,2022-2024,Male,10,99362,nonMaori
lx,2.50%,2022-2024,Male,11,99354,nonMaori
lx,2.50%,2022-2024,Male,12,99344,nonMaori
lx,2.50%,2022-2024,Male,13,99333,nonMaori
lx,2.50%,2022-2024,Male,14,99321,nonMaori
lx,2.50%,2022-2024,Male,15,99304,nonMaori
lx,2.50%,2022-2024,Male,16,99284,nonMaori
lx,2.50%,2022-2024,Male,17,99258,nonMaori
lx,2.50%,2022-2024,Male,18,99223,nonMaori
lx,2.50%,2022-2024,Male,19,99179,nonMaori
lx,2.50%,2022-2024,Male,20,99129,nonMaori
lx,2.50%,2022-2024,Male,21,99075,nonMaori
lx,2.50%,2022-2024,Male,22,99020,nonMaori
lx,2.50%,2022-2024,Male,23,98962,nonMaori
lx,2.50%,2022-2024,Male,24,98900,nonMaori
lx,2.50%,2022-2024,Male,25,98837,nonMaori
lx,2.50%,2022-2024,Male,26,98775,nonMaori
lx,2.50%,2022-2024,Male,27,98713,nonMaori
lx,2.50%,2022-2024,Male,28,98652,nonMaori
lx,2.50%,2022-2024,Male,29,98591,nonMaori
lx,2.50%,2022-2024,Male,30,98530,nonMaori
lx,2.50%,2022-2024,Male,31,98468,nonMaori
lx,2.50%,2022-2024,Male,32,98407,nonMaori
lx,2.50%,2022-2024,Male,33,98342,nonMaori
lx,2.50%,2022-2024,Male,34,98275,nonMaori
lx,2.50%,2022-2024,Male,35,98206,nonMaori
lx,2.50%,2022-2024,Male,36,98133,nonMaori
lx,2.50%,2022-2024,Male,37,98056,nonMaori
lx,2.50%,2022-2024,Male,38,97977,nonMaori
lx,2.50%,2022-2024,Male,39,97893,nonMaori
lx,2.50%,2022-2024,Male,40,97803,nonMaori
lx,2.50%,2022-2024,Male,41,97703,nonMaori
lx,2.50%,2022-2024,Male,42,97592,nonMaori
lx,2.50%,2022-2024,Male,43,97472,nonMaori
lx,2.50%,2022-2024,Male,44,97337,nonMaori
lx,2.50%,2022-2024,Male,45,97192,nonMaori
lx,2.50%,2022-2024,Male,46,97035,nonMaori
lx,2.50%,2022-2024,Male,47,96865,nonMaori
lx,2.50%,2022-2024,Male,48,96684,nonMaori
lx,2.50%,2022-2024,Male,49,96484,nonMaori
lx,2.50%,2022-2024,Male,50,96265,nonMaori
lx,2.50%,2022-2024,Male,51,96028,nonMaori
lx,2.50%,2022-2024,Male,52,95774,nonMaori
lx,2.50%,2022-2024,Male,53,95497,nonMaori
lx,2.50%,2022-2024,Male,54,95197,nonMaori
lx,2.50%,2022-2024,Male,55,94873,nonMaori
lx,2.50%,2022-2024,Male,56,94515,nonMaori
lx,2.50%,2022-2024,Male,57,94123,nonMaori
lx,2.50%,2022-2024,Male,58,93696,nonMaori
lx,2.50%,2022-2024,Male,59,93233,nonMaori
lx,2.50%,2022-2024,Male,60,92728,nonMaori
lx,2.50%,2022-2024,Male,61,92177,nonMaori
lx,2.50%,2022-2024,Male,62,91580,nonMaori
lx,2.50%,2022-2024,Male,63,90938,nonMaori
lx,2.50%,2022-2024,Male,64,90240,nonMaori
lx,2.50%,2022-2024,Male,65,89493,nonMaori
lx,2.50%,2022-2024,Male,66,88675,nonMaori
lx,2.50%,2022-2024,Male,67,87788,nonMaori
lx,2.50%,2022-2024,Male,68,86830,nonMaori
lx,2.50%,2022-2024,Male,69,85788,nonMaori
lx,2.50%,2022-2024,Male,70,84659,nonMaori
lx,2.50%,2022-2024,Male,71,83423,nonMaori
lx,2.50%,2022-2024,Male,72,82066,nonMaori
lx,2.50%,2022-2024,Male,73,80578,nonMaori
lx,2.50%,2022-2024,Male,74,78952,nonMaori
lx,2.50%,2022-2024,Male,75,77164,nonMaori
lx,2.50%,2022-2024,Male,76,75207,nonMaori
lx,2.50%,2022-2024,Male,77,73047,nonMaori
lx,2.50%,2022-2024,Male,78,70685,nonMaori
lx,2.50%,2022-2024,Male,79,68104,nonMaori
lx,2.50%,2022-2024,Male,80,65300,nonMaori
lx,2.50%,2022-2024,Male,81,62240,nonMaori
lx,2.50%,2022-2024,Male,82,58931,nonMaori
lx,2.50%,2022-2024,Male,83,55362,nonMaori
lx,2.50%,2022-2024,Male,84,51549,nonMaori
lx,2.50%,2022-2024,Male,85,47494,nonMaori
lx,2.50%,2022-2024,Male,86,43218,nonMaori
lx,2.50%,2022-2024,Male,87,38784,nonMaori
lx,2.50%,2022-2024,Male,88,34261,nonMaori
lx,2.50%,2022-2024,Male,89,29733,nonMaori
lx,2.50%,2022-2024,Male,90,25306,nonMaori
lx,2.50%,2022-2024,Male,91,21060,nonMaori
lx,2.50%,2022-2024,Male,92,17119,nonMaori
lx,2.50%,2022-2024,Male,93,13545,nonMaori
lx,2.50%,2022-2024,Male,94,10410,nonMaori
lx,2.50%,2022-2024,Male,95,7750,nonMaori
lx,2.50%,2022-2024,Male,96,5584,nonMaori
lx,2.50%,2022-2024,Male,97,3881,nonMaori
lx,2.50%,2022-2024,Male,98,2594,nonMaori
lx,2.50%,2022-2024,Male,99,1658,nonMaori
lx,2.50%,2022-2024,Male,100+,1014,nonMaori
lx,50%,2022-2024,Female,0,100000,Maori
lx,50%,2022-2024,Female,1,99472,Maori
lx,50%,2022-2024,Female,2,99445,Maori
lx,50%,2022-2024,Female,3,99425,Maori
lx,50%,2022-2024,Female,4,99410,Maori
lx,50%,2022-2024,Female,5,99397,Maori
lx,50%,2022-2024,Female,6,99386,Maori
lx,50%,2022-2024,Female,7,99376,Maori
lx,50%,2022-2024,Female,8,99367,Maori
lx,50%,2022-2024,Female,9,99358,Maori
lx,50%,2022-2024,Female,10,99349,Maori
lx,50%,2022-2024,Female,11,99339,Maori
lx,50%,2022-2024,Female,12,99328,Maori
lx,50%,2022-2024,Female,13,99315,Maori
lx,50%,2022-2024,Female,14,99299,Maori
lx,50%,2022-2024,Female,15,99280,Maori
lx,50%,2022-2024,Female,16,99255,Maori
lx,50%,2022-2024,Female,17,99223,Maori
lx,50%,2022-2024,Female,18,99183,Maori
lx,50%,2022-2024,Female,19,99133,Maori
lx,50%,2022-2024,Female,20,99077,Maori
lx,50%,2022-2024,Female,21,99018,Maori
lx,50%,2022-2024,Female,22,98957,Maori
lx,50%,2022-2024,Female,23,98893,Maori
lx,50%,2022-2024,Female,24,98826,Maori
lx,50%,2022-2024,Female,25,98756,Maori
lx,50%,2022-2024,Female,26,98685,Maori
lx,50%,2022-2024,Female,27,98612,Maori
lx,50%,2022-2024,Female,28,98536,Maori
lx,50%,2022-2024,Female,29,98460,Maori
lx,50%,2022-2024,Female,30,98382,Maori
lx,50%,2022-2024,Female,31,98302,Maori
lx,50%,2022-2024,Female,32,98218,Maori
lx,50%,2022-2024,Female,33,98128,Maori
lx,50%,2022-2024,Female,34,98034,Maori
lx,50%,2022-2024,Female,35,97934,Maori
lx,50%,2022-2024,Female,36,97828,Maori
lx,50%,2022-2024,Female,37,97715,Maori
lx,50%,2022-2024,Female,38,97595,Maori
lx,50%,2022-2024,Female,39,97468,Maori
lx,50%,2022-2024,Female,40,97328,Maori
lx,50%,2022-2024,Female,41,97175,Maori
lx,50%,2022-2024,Female,42,97007,Maori
lx,50%,2022-2024,Female,43,96817,Maori
lx,50%,2022-2024,Female,44,96604,Maori
lx,50%,2022-2024,Female,45,96375,Maori
lx,50%,2022-2024,Female,46,96132,Maori
lx,50%,2022-2024,Female,47,95882,Maori
lx,50%,2022-2024,Female,48,95607,Maori
lx,50%,2022-2024,Female,49,95294,Maori
lx,50%,2022-2024,Female,50,94956,Maori
lx,50%,2022-2024,Female,51,94588,Maori
lx,50%,2022-2024,Female,52,94183,Maori
lx,50%,2022-2024,Female,53,93727,Maori
lx,50%,2022-2024,Female,54,93226,Maori
lx,50%,2022-2024,Female,55,92688,Maori
