measure,quantile,time,sex,age,value,ethnic
mx,2.50%,2022-2024,Female,98,0.35554,European or Other
mx,2.50%,2022-2024,Female,99,0.3872,European or Other
mx,2.50%,2022-2024,Female,100+,0.42423,European or Other
mx,2.50%,2022-2024,Male,0,0.00304,European or Other
mx,2.50%,2022-2024,Male,1,1.30E-04,European or Other
mx,2.50%,2022-2024,Male,2,1.00E-04,European or Other
mx,2.50%,2022-2024,Male,3,8.00E-05,European or Other
mx,2.50%,2022-2024,Male,4,7.00E-05,European or Other
mx,2.50%,2022-2024,Male,5,6.00E-05,European or Other
mx,2.50%,2022-2024,Male,6,5.00E-05,European or Other
mx,2.50%,2022-2024,Male,7,5.00E-05,European or Other
mx,2.50%,2022-2024,Male,8,5.00E-05,European or Other
mx,2.50%,2022-2024,Male,9,5.00E-05,European or Other
mx,2.50%,2022-2024,Male,10,5.00E-05,European or Other
mx,2.50%,2022-2024,Male,11,6.00E-05,European or Other
mx,2.50%,2022-2024,Male,12,7.00E-05,European or Other
mx,2.50%,2022-2024,Male,13,9.00E-05,European or Other
mx,2.50%,2022-2024,Male,14,1.10E-04,European or Other
mx,2.50%,2022-2024,Male,15,1.50E-04,European or Other
mx,2.50%,2022-2024,Male,16,2.10E-04,European or Other
mx,2.50%,2022-2024,Male,17,2.80E-04,European or Other
mx,2.50%,2022-2024,Male,18,3.60E-04,European or Other
mx,2.50%,2022-2024,Male,19,4.10E-04,European or Other
mx,2.50%,2022-2024,Male,20,4.50E-04,European or Other
mx,2.50%,2022-2024,Male,21,4.70E-04,European or Other
mx,2.50%,2022-2024,Male,22,5.10E-04,European or Other
mx,2.50%,2022-2024,Male,23,5.30E-04,European or Other
mx,2.50%,2022-2024,Male,24,5.50E-04,European or Other
mx,2.50%,2022-2024,Male,25,5.60E-04,European or Other
mx,2.50%,2022-2024,Male,26,5.70E-04,European or Other
mx,2.50%,2022-2024,Male,27,5.70E-04,European or Other
mx,2.50%,2022-2024,Male,28,5.70E-04,European or Other
mx,2.50%,2022-2024,Male,29,5.80E-04,European or Other
mx,2.50%,2022-2024,Male,30,5.90E-04,European or Other
mx,2.50%,2022-2024,Male,31,6.00E-04,European or Other
mx,2.50%,2022-2024,Male,32,6.30E-04,European or Other
mx,2.50%,2022-2024,Male,33,6.80E-04,European or Other
mx,2.50%,2022-2024,Male,34,7.00E-04,European or Other
mx,2.50%,2022-2024,Male,35,7.30E-04,European or Other
mx,2.50%,2022-2024,Male,36,7.50E-04,European or Other
mx,2.50%,2022-2024,Male,37,8.00E-04,European or Other
mx,2.50%,2022-2024,Male,38,8.30E-04,European or Other
mx,2.50%,2022-2024,Male,39,9.00E-04,European or Other
mx,2.50%,2022-2024,Male,40,9.60E-04,European or Other
mx,2.50%,2022-2024,Male,41,0.00106,European or Other
mx,2.50%,2022-2024,Male,42,0.00119,European or Other
mx,2.50%,2022-2024,Male,43,0.00132,European or Other
mx,2.50%,2022-2024,Male,44,0.00143,European or Other
mx,2.50%,2022-2024,Male,45,0.00151,European or Other
mx,2.50%,2022-2024,Male,46,0.00161,European or Other
mx,2.50%,2022-2024,Male,47,0.00174,European or Other
mx,2.50%,2022-2024,Male,48,0.00191,European or Other
mx,2.50%,2022-2024,Male,49,0.00207,European or Other
mx,2.50%,2022-2024,Male,50,0.00224,European or Other
mx,2.50%,2022-2024,Male,51,0.0024,European or Other
mx,2.50%,2022-2024,Male,52,0.0026,European or Other
mx,2.50%,2022-2024,Male,53,0.00279,European or Other
mx,2.50%,2022-2024,Male,54,0.00308,European or Other
mx,2.50%,2022-2024,Male,55,0.0034,European or Other
mx,2.50%,2022-2024,Male,56,0.00377,European or Other
mx,2.50%,2022-2024,Male,57,0.00415,European or Other
mx,2.50%,2022-2024,Male,58,0.00455,European or Other
mx,2.50%,2022-2024,Male,59,0.00497,European or Other
mx,2.50%,2022-2024,Male,60,0.00546,European or Other
mx,2.50%,2022-2024,Male,61,0.00597,European or Other
mx,2.50%,2022-2024,Male,62,0.00653,European or Other
mx,2.50%,2022-2024,Male,63,0.00714,European or Other
mx,2.50%,2022-2024,Male,64,0.00779,European or Other
mx,2.50%,2022-2024,Male,65,0.00851,European or Other
mx,2.50%,2022-2024,Male,66,0.00929,European or Other
mx,2.50%,2022-2024,Male,67,0.01022,European or Other
mx,2.50%,2022-2024,Male,68,0.01123,European or Other
mx,2.50%,2022-2024,Male,69,0.01239,European or Other
mx,2.50%,2022-2024,Male,70,0.0138,European or Other
mx,2.50%,2022-2024,Male,71,0.01532,European or Other
mx,2.50%,2022-2024,Male,72,0.01708,European or Other
mx,2.50%,2022-2024,Male,73,0.01914,European or Other
mx,2.50%,2022-2024,Male,74,0.02145,European or Other
mx,2.50%,2022-2024,Male,75,0.02418,European or Other
mx,2.50%,2022-2024,Male,76,0.02728,European or Other
mx,2.50%,2022-2024,Male,77,0.0306,European or Other
mx,2.50%,2022-2024,Male,78,0.0348,European or Other
mx,2.50%,2022-2024,Male,79,0.03961,European or Other
mx,2.50%,2022-2024,Male,80,0.04497,European or Other
mx,2.50%,2022-2024,Male,81,0.0517,European or Other
mx,2.50%,2022-2024,Male,82,0.05929,European or Other
mx,2.50%,2022-2024,Male,83,0.0681,European or Other
mx,2.50%,2022-2024,Male,84,0.07828,European or Other
mx,2.50%,2022-2024,Male,85,0.08983,European or Other
mx,2.50%,2022-2024,Male,86,0.10356,European or Other
mx,2.50%,2022-2024,Male,87,0.11852,European or Other
mx,2.50%,2022-2024,Male,88,0.13535,European or Other
mx,2.50%,2022-2024,Male,89,0.15325,European or Other
mx,2.50%,2022-2024,Male,90,0.1733,European or Other
mx,2.50%,2022-2024,Male,91,0.19538,European or Other
mx,2.50%,2022-2024,Male,92,0.21898,European or Other
mx,2.50%,2022-2024,Male,93,0.24606,European or Other
mx,2.50%,2022-2024,Male,94,0.27342,European or Other
mx,2.50%,2022-2024,Male,95,0.3032,European or Other
mx,2.50%,2022-2024,Male,96,0.33449,European or Other
mx,2.50%,2022-2024,Male,97,0.36572,European or Other
mx,2.50%,2022-2024,Male,98,0.39751,European or Other
mx,2.50%,2022-2024,Male,99,0.43216,European or Other
mx,2.50%,2022-2024,Male,100+,0.46736,European or Other
mx,50%,2022-2024,Female,0,0.00268,European or Other
mx,50%,2022-2024,Female,1,1.30E-04,European or Other
mx,50%,2022-2024,Female,2,1.00E-04,European or Other
mx,50%,2022-2024,Female,3,8.00E-05,European or Other
mx,50%,2022-2024,Female,4,6.00E-05,European or Other
mx,50%,2022-2024,Female,5,5.00E-05,European or Other
mx,50%,2022-2024,Female,6,5.00E-05,European or Other
mx,50%,2022-2024,Female,7,4.00E-05,European or Other
mx,50%,2022-2024,Female,8,4.00E-05,European or Other
mx,50%,2022-2024,Female,9,4.00E-05,European or Other
mx,50%,2022-2024,Female,10,5.00E-05,European or Other
mx,50%,2022-2024,Female,11,5.00E-05,European or Other
mx,50%,2022-2024,Female,12,6.00E-05,European or Other
mx,50%,2022-2024,Female,13,7.00E-05,European or Other
mx,50%,2022-2024,Female,14,9.00E-05,European or Other
mx,50%,2022-2024,Female,15,1.20E-04,European or Other
mx,50%,2022-2024,Female,16,1.60E-04,European or Other
mx,50%,2022-2024,Female,17,2.00E-04,European or Other
mx,50%,2022-2024,Female,18,2.50E-04,European or Other
mx,50%,2022-2024,Female,19,2.80E-04,European or Other
mx,50%,2022-2024,Female,20,3.00E-04,European or Other
mx,50%,2022-2024,Female,21,3.10E-04,European or Other
mx,50%,2022-2024,Female,22,3.20E-04,European or Other
mx,50%,2022-2024,Female,23,3.40E-04,European or Other
mx,50%,2022-2024,Female,24,3.50E-04,European or Other
mx,50%,2022-2024,Female,25,3.60E-04,European or Other
mx,50%,2022-2024,Female,26,3.60E-04,European or Other
mx,50%,2022-2024,Female,27,3.60E-04,European or Other
mx,50%,2022-2024,Female,28,3.60E-04,European or Other
mx,50%,2022-2024,Female,29,3.60E-04,European or Other
mx,50%,2022-2024,Female,30,3.60E-04,European or Other
mx,50%,2022-2024,Female,31,3.70E-04,European or Other
mx,50%,2022-2024,Female,32,3.90E-04,European or Other
mx,50%,2022-2024,Female,33,4.30E-04,European or Other
mx,50%,2022-2024,Female,34,4.50E-04,European or Other
mx,50%,2022-2024,Female,35,4.80E-04,European or Other
mx,50%,2022-2024,Female,36,5.00E-04,European or Other
mx,50%,2022-2024,Female,37,5.40E-04,European or Other
mx,50%,2022-2024,Female,38,5.60E-04,European or Other
mx,50%,2022-2024,Female,39,6.20E-04,European or Other
mx,50%,2022-2024,Female,40,6.70E-04,European or Other
mx,50%,2022-2024,Female,41,7.60E-04,European or Other
mx,50%,2022-2024,Female,42,8.60E-04,European or Other
mx,50%,2022-2024,Female,43,9.70E-04,European or Other
mx,50%,2022-2024,Female,44,0.00107,European or Other
mx,50%,2022-2024,Female,45,0.00113,European or Other
mx,50%,2022-2024,Female,46,0.0012,European or Other
mx,50%,2022-2024,Female,47,0.00131,European or Other
mx,50%,2022-2024,Female,48,0.00143,European or Other
mx,50%,2022-2024,Female,49,0.00156,European or Other
mx,50%,2022-2024,Female,50,0.00168,European or Other
mx,50%,2022-2024,Female,51,0.00181,European or Other
mx,50%,2022-2024,Female,52,0.00197,European or Other
mx,50%,2022-2024,Female,53,0.00213,European or Other
mx,50%,2022-2024,Female,54,0.00232,European or Other
mx,50%,2022-2024,Female,55,0.00254,European or Other
mx,50%,2022-2024,Female,56,0.00276,European or Other
mx,50%,2022-2024,Female,57,0.00301,European or Other
mx,50%,2022-2024,Female,58,0.00329,European or Other
mx,50%,2022-2024,Female,59,0.00359,European or Other
mx,50%,2022-2024,Female,60,0.00391,European or Other
mx,50%,2022-2024,Female,61,0.00427,European or Other
mx,50%,2022-2024,Female,62,0.00468,European or Other
mx,50%,2022-2024,Female,63,0.00513,European or Other
mx,50%,2022-2024,Female,64,0.00561,European or Other
mx,50%,2022-2024,Female,65,0.00614,European or Other
mx,50%,2022-2024,Female,66,0.00671,European or Other
mx,50%,2022-2024,Female,67,0.00738,European or Other
mx,50%,2022-2024,Female,68,0.0081,European or Other
mx,50%,2022-2024,Female,69,0.00891,European or Other
mx,50%,2022-2024,Female,70,0.00985,European or Other
mx,50%,2022-2024,Female,71,0.01094,European or Other
mx,50%,2022-2024,Female,72,0.01223,European or Other
mx,50%,2022-2024,Female,73,0.01374,European or Other
mx,50%,2022-2024,Female,74,0.01549,European or Other
mx,50%,2022-2024,Female,75,0.01756,European or Other
mx,50%,2022-2024,Female,76,0.02002,European or Other
mx,50%,2022-2024,Female,77,0.02286,European or Other
mx,50%,2022-2024,Female,78,0.02612,European or Other
mx,50%,2022-2024,Female,79,0.03,European or Other
mx,50%,2022-2024,Female,80,0.03443,European or Other
mx,50%,2022-2024,Female,81,0.03961,European or Other
mx,50%,2022-2024,Female,82,0.04557,European or Other
mx,50%,2022-2024,Female,83,0.05259,European or Other
mx,50%,2022-2024,Female,84,0.06081,European or Other
mx,50%,2022-2024,Female,85,0.07039,European or Other
mx,50%,2022-2024,Female,86,0.08156,European or Other
mx,50%,2022-2024,Female,87,0.09456,European or Other
mx,50%,2022-2024,Female,88,0.10941,European or Other
mx,50%,2022-2024,Female,89,0.12632,European or Other
mx,50%,2022-2024,Female,90,0.1447,European or Other
mx,50%,2022-2024,Female,91,0.16594,European or Other
mx,50%,2022-2024,Female,92,0.1898,European or Other
mx,50%,2022-2024,Female,93,0.21646,European or Other
mx,50%,2022-2024,Female,94,0.24496,European or Other
mx,50%,2022-2024,Female,95,0.27556,European or Other
mx,50%,2022-2024,Female,96,0.30736,European or Other
mx,50%,2022-2024,Female,97,0.34023,European or Other
mx,50%,2022-2024,Female,98,0.37509,European or Other
mx,50%,2022-2024,Female,99,0.41112,European or Other
mx,50%,2022-2024,Female,100+,0.44966,European or Other
mx,50%,2022-2024,Male,0,0.00342,European or Other
mx,50%,2022-2024,Male,1,1.70E-04,European or Other
mx,50%,2022-2024,Male,2,1.30E-04,European or Other
mx,50%,2022-2024,Male,3,1.00E-04,European or Other
mx,50%,2022-2024,Male,4,9.00E-05,European or Other
mx,50%,2022-2024,Male,5,7.00E-05,European or Other
mx,50%,2022-2024,Male,6,6.00E-05,European or Other
mx,50%,2022-2024,Male,7,6.00E-05,European or Other
mx,50%,2022-2024,Male,8,6.00E-05,European or Other
mx,50%,2022-2024,Male,9,6.00E-05,European or Other
mx,50%,2022-2024,Male,10,7.00E-05,European or Other
mx,50%,2022-2024,Male,11,8.00E-05,European or Other
mx,50%,2022-2024,Male,12,9.00E-05,European or Other
mx,50%,2022-2024,Male,13,1.10E-04,European or Other
mx,50%,2022-2024,Male,14,1.40E-04,European or Other
mx,50%,2022-2024,Male,15,1.80E-04,European or Other
mx,50%,2022-2024,Male,16,2.50E-04,European or Other
mx,50%,2022-2024,Male,17,3.30E-04,European or Other
mx,50%,2022-2024,Male,18,4.10E-04,European or Other
mx,50%,2022-2024,Male,19,4.70E-04,European or Other
mx,50%,2022-2024,Male,20,5.10E-04,European or Other
mx,50%,2022-2024,Male,21,5.30E-04,European or Other
mx,50%,2022-2024,Male,22,5.70E-04,European or Other
mx,50%,2022-2024,Male,23,6.00E-04,European or Other
mx,50%,2022-2024,Male,24,6.20E-04,European or Other
mx,50%,2022-2024,Male,25,6.40E-04,European or Other
mx,50%,2022-2024,Male,26,6.40E-04,European or Other
mx,50%,2022-2024,Male,27,6.40E-04,European or Other
mx,50%,2022-2024,Male,28,6.40E-04,European or Other
mx,50%,2022-2024,Male,29,6.50E-04,European or Other
mx,50%,2022-2024,Male,30,6.60E-04,European or Other
mx,50%,2022-2024,Male,31,6.80E-04,European or Other
mx,50%,2022-2024,Male,32,7.10E-04,European or Other
mx,50%,2022-2024,Male,33,7.60E-04,European or Other
mx,50%,2022-2024,Male,34,7.80E-04,European or Other
mx,50%,2022-2024,Male,35,8.20E-04,European or Other
mx,50%,2022-2024,Male,36,8.50E-04,European or Other
mx,50%,2022-2024,Male,37,8.90E-04,European or Other
mx,50%,2022-2024,Male,38,9.20E-04,European or Other
mx,50%,2022-2024,Male,39,0.001,European or Other
mx,50%,2022-2024,Male,40,0.00107,European or Other
mx,50%,2022-2024,Male,41,0.00119,European or Other
mx,50%,2022-2024,Male,42,0.00131,European or Other
mx,50%,2022-2024,Male,43,0.00146,European or Other
mx,50%,2022-2024,Male,44,0.00158,European or Other
mx,50%,2022-2024,Male,45,0.00165,European or Other
mx,50%,2022-2024,Male,46,0.00176,European or Other
mx,50%,2022-2024,Male,47,0.00189,European or Other
mx,50%,2022-2024,Male,48,0.00206,European or Other
mx,50%,2022-2024,Male,49,0.00224,European or Other
mx,50%,2022-2024,Male,50,0.00243,European or Other
mx,50%,2022-2024,Male,51,0.0026,European or Other
mx,50%,2022-2024,Male,52,0.00281,European or Other
mx,50%,2022-2024,Male,53,0.00301,European or Other
mx,50%,2022-2024,Male,54,0.00333,European or Other
mx,50%,2022-2024,Male,55,0.00367,European or Other
mx,50%,2022-2024,Male,56,0.00402,European or Other
mx,50%,2022-2024,Male,57,0.00441,European or Other
mx,50%,2022-2024,Male,58,0.00484,European or Other
mx,50%,2022-2024,Male,59,0.0053,European or Other
mx,50%,2022-2024,Male,60,0.00579,European or Other
mx,50%,2022-2024,Male,61,0.00633,European or Other
mx,50%,2022-2024,Male,62,0.00691,European or Other
mx,50%,2022-2024,Male,63,0.00753,European or Other
mx,50%,2022-2024,Male,64,0.00822,European or Other
mx,50%,2022-2024,Male,65,0.00898,European or Other
mx,50%,2022-2024,Male,66,0.00981,European or Other
mx,50%,2022-2024,Male,67,0.01077,European or Other
mx,50%,2022-2024,Male,68,0.01184,European or Other
mx,50%,2022-2024,Male,69,0.01303,European or Other
mx,50%,2022-2024,Male,70,0.01444,European or Other
mx,50%,2022-2024,Male,71,0.01603,European or Other
mx,50%,2022-2024,Male,72,0.01787,European or Other
mx,50%,2022-2024,Male,73,0.02,European or Other
mx,50%,2022-2024,Male,74,0.02239,European or Other
mx,50%,2022-2024,Male,75,0.02518,European or Other
mx,50%,2022-2024,Male,76,0.02839,European or Other
mx,50%,2022-2024,Male,77,0.03204,European or Other
mx,50%,2022-2024,Male,78,0.03629,European or Other
mx,50%,2022-2024,Male,79,0.04124,European or Other
mx,50%,2022-2024,Male,80,0.04693,European or Other
mx,50%,2022-2024,Male,81,0.05375,European or Other
mx,50%,2022-2024,Male,82,0.0615,European or Other
mx,50%,2022-2024,Male,83,0.07069,European or Other
mx,50%,2022-2024,Male,84,0.08125,European or Other
mx,50%,2022-2024,Male,85,0.09352,European or Other
mx,50%,2022-2024,Male,86,0.10718,European or Other
mx,50%,2022-2024,Male,87,0.12294,European or Other
mx,50%,2022-2024,Male,88,0.14061,European or Other
mx,50%,2022-2024,Male,89,0.15968,European or Other
mx,50%,2022-2024,Male,90,0.18024,European or Other
mx,50%,2022-2024,Male,91,0.20314,European or Other
mx,50%,2022-2024,Male,92,0.2286,European or Other
mx,50%,2022-2024,Male,93,0.25705,European or Other
mx,50%,2022-2024,Male,94,0.28687,European or Other
mx,50%,2022-2024,Male,95,0.31897,European or Other
mx,50%,2022-2024,Male,96,0.35225,European or Other
mx,50%,2022-2024,Male,97,0.38765,European or Other
mx,50%,2022-2024,Male,98,0.42589,European or Other
mx,50%,2022-2024,Male,99,0.46467,European or Other
mx,50%,2022-2024,Male,100+,0.50763,European or Other
mx,97.50%,2022-2024,Female,0,0.00303,European or Other
mx,97.50%,2022-2024,Female,1,1.70E-04,European or Other
mx,97.50%,2022-2024,Female,2,1.30E-04,European or Other
mx,97.50%,2022-2024,Female,3,1.00E-04,European or Other
mx,97.50%,2022-2024,Female,4,8.00E-05,European or Other
mx,97.50%,2022-2024,Female,5,7.00E-05,European or Other
mx,97.50%,2022-2024,Female,6,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,7,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,8,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,9,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,10,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,11,6.00E-05,European or Other
mx,97.50%,2022-2024,Female,12,7.00E-05,European or Other
mx,97.50%,2022-2024,Female,13,9.00E-05,European or Other
mx,97.50%,2022-2024,Female,14,1.10E-04,European or Other
mx,97.50%,2022-2024,Female,15,1.40E-04,European or Other
mx,97.50%,2022-2024,Female,16,1.90E-04,European or Other
mx,97.50%,2022-2024,Female,17,2.40E-04,European or Other
mx,97.50%,2022-2024,Female,18,2.90E-04,European or Other
mx,97.50%,2022-2024,Female,19,3.30E-04,European or Other
mx,97.50%,2022-2024,Female,20,3.40E-04,European or Other
mx,97.50%,2022-2024,Female,21,3.50E-04,European or Other
mx,97.50%,2022-2024,Female,22,3.70E-04,European or Other
mx,97.50%,2022-2024,Female,23,3.90E-04,European or Other
mx,97.50%,2022-2024,Female,24,4.00E-04,European or Other
mx,97.50%,2022-2024,Female,25,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,26,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,27,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,28,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,29,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,30,4.10E-04,European or Other
mx,97.50%,2022-2024,Female,31,4.20E-04,European or Other
mx,97.50%,2022-2024,Female,32,4.40E-04,European or Other
mx,97.50%,2022-2024,Female,33,4.80E-04,European or Other
mx,97.50%,2022-2024,Female,34,5.00E-04,European or Other
mx,97.50%,2022-2024,Female,35,5.40E-04,European or Other
mx,97.50%,2022-2024,Female,36,5.70E-04,European or Other
mx,97.50%,2022-2024,Female,37,6.00E-04,European or Other
mx,97.50%,2022-2024,Female,38,6.30E-04,European or Other
mx,97.50%,2022-2024,Female,39,7.00E-04,European or Other
mx,97.50%,2022-2024,Female,40,7.50E-04,European or Other
mx,97.50%,2022-2024,Female,41,8.40E-04,European or Other
mx,97.50%,2022-2024,Female,42,9.60E-04,European or Other
mx,97.50%,2022-2024,Female,43,0.00109,European or Other
mx,97.50%,2022-2024,Female,44,0.00118,European or Other
mx,97.50%,2022-2024,Female,45,0.00124,European or Other
mx,97.50%,2022-2024,Female,46,0.00133,European or Other
mx,97.50%,2022-2024,Female,47,0.00144,European or Other
mx,97.50%,2022-2024,Female,48,0.00158,European or Other
mx,97.50%,2022-2024,Female,49,0.0017,European or Other
mx,97.50%,2022-2024,Female,50,0.00184,European or Other
mx,97.50%,2022-2024,Female,51,0.00195,European or Other
mx,97.50%,2022-2024,Female,52,0.00211,European or Other
mx,97.50%,2022-2024,Female,53,0.00229,European or Other
mx,97.50%,2022-2024,Female,54,0.0025,European or Other
mx,97.50%,2022-2024,Female,55,0.00272,European or Other
mx,97.50%,2022-2024,Female,56,0.00296,European or Other
mx,97.50%,2022-2024,Female,57,0.00323,European or Other
mx,97.50%,2022-2024,Female,58,0.00351,European or Other
mx,97.50%,2022-2024,Female,59,0.00382,European or Other
mx,97.50%,2022-2024,Female,60,0.00418,European or Other
mx,97.50%,2022-2024,Female,61,0.00456,European or Other
mx,97.50%,2022-2024,Female,62,0.00496,European or Other
mx,97.50%,2022-2024,Female,63,0.00542,European or Other
mx,97.50%,2022-2024,Female,64,0.00593,European or Other
mx,97.50%,2022-2024,Female,65,0.00651,European or Other
mx,97.50%,2022-2024,Female,66,0.0071,European or Other
mx,97.50%,2022-2024,Female,67,0.00776,European or Other
mx,97.50%,2022-2024,Female,68,0.00853,European or Other
mx,97.50%,2022-2024,Female,69,0.0094,European or Other
mx,97.50%,2022-2024,Female,70,0.01036,European or Other
mx,97.50%,2022-2024,Female,71,0.01149,European or Other
mx,97.50%,2022-2024,Female,72,0.01283,European or Other
mx,97.50%,2022-2024,Female,73,0.01437,European or Other
mx,97.50%,2022-2024,Female,74,0.0162,European or Other
mx,97.50%,2022-2024,Female,75,0.01832,European or Other
mx,97.50%,2022-2024,Female,76,0.02089,European or Other
mx,97.50%,2022-2024,Female,77,0.02381,European or Other
mx,97.50%,2022-2024,Female,78,0.02728,European or Other
mx,97.50%,2022-2024,Female,79,0.03127,European or Other
mx,97.50%,2022-2024,Female,80,0.03585,European or Other
mx,97.50%,2022-2024,Female,81,0.04119,European or Other
mx,97.50%,2022-2024,Female,82,0.04733,European or Other
mx,97.50%,2022-2024,Female,83,0.05457,European or Other
mx,97.50%,2022-2024,Female,84,0.06302,European or Other
mx,97.50%,2022-2024,Female,85,0.07301,European or Other
mx,97.50%,2022-2024,Female,86,0.08464,European or Other
mx,97.50%,2022-2024,Female,87,0.09793,European or Other
mx,97.50%,2022-2024,Female,88,0.11356,European or Other
mx,97.50%,2022-2024,Female,89,0.13083,European or Other
mx,97.50%,2022-2024,Female,90,0.14993,European or Other
mx,97.50%,2022-2024,Female,91,0.17234,European or Other
mx,97.50%,2022-2024,Female,92,0.19698,European or Other
mx,97.50%,2022-2024,Female,93,0.22481,European or Other
mx,97.50%,2022-2024,Female,94,0.25537,European or Other
mx,97.50%,2022-2024,Female,95,0.28747,European or Other
mx,97.50%,2022-2024,Female,96,0.32191,European or Other
mx,97.50%,2022-2024,Female,97,0.35708,European or Other
mx,97.50%,2022-2024,Female,98,0.39631,European or Other
mx,97.50%,2022-2024,Female,99,0.43631,European or Other
mx,97.50%,2022-2024,Female,100+,0.47556,European or Other
mx,97.50%,2022-2024,Male,0,0.00382,European or Other
mx,97.50%,2022-2024,Male,1,2.20E-04,European or Other
mx,97.50%,2022-2024,Male,2,1.70E-04,European or Other
mx,97.50%,2022-2024,Male,3,1.30E-04,European or Other
mx,97.50%,2022-2024,Male,4,1.00E-04,European or Other
mx,97.50%,2022-2024,Male,5,9.00E-05,European or Other
mx,97.50%,2022-2024,Male,6,8.00E-05,European or Other
mx,97.50%,2022-2024,Male,7,7.00E-05,European or Other
mx,97.50%,2022-2024,Male,8,7.00E-05,European or Other
mx,97.50%,2022-2024,Male,9,7.00E-05,European or Other
mx,97.50%,2022-2024,Male,10,8.00E-05,European or Other
mx,97.50%,2022-2024,Male,11,9.00E-05,European or Other
mx,97.50%,2022-2024,Male,12,1.10E-04,European or Other
mx,97.50%,2022-2024,Male,13,1.30E-04,European or Other
mx,97.50%,2022-2024,Male,14,1.70E-04,European or Other
mx,97.50%,2022-2024,Male,15,2.20E-04,European or Other
mx,97.50%,2022-2024,Male,16,2.90E-04,European or Other
mx,97.50%,2022-2024,Male,17,3.90E-04,European or Other
mx,97.50%,2022-2024,Male,18,4.80E-04,European or Other
mx,97.50%,2022-2024,Male,19,5.40E-04,European or Other
mx,97.50%,2022-2024,Male,20,5.80E-04,European or Other
mx,97.50%,2022-2024,Male,21,6.00E-04,European or Other
mx,97.50%,2022-2024,Male,22,6.50E-04,European or Other
mx,97.50%,2022-2024,Male,23,6.80E-04,European or Other
mx,97.50%,2022-2024,Male,24,7.00E-04,European or Other
mx,97.50%,2022-2024,Male,25,7.20E-04,European or Other
mx,97.50%,2022-2024,Male,26,7.20E-04,European or Other
mx,97.50%,2022-2024,Male,27,7.20E-04,European or Other
mx,97.50%,2022-2024,Male,28,7.20E-04,European or Other
mx,97.50%,2022-2024,Male,29,7.40E-04,European or Other
mx,97.50%,2022-2024,Male,30,7.50E-04,European or Other
mx,97.50%,2022-2024,Male,31,7.70E-04,European or Other
mx,97.50%,2022-2024,Male,32,8.00E-04,European or Other
mx,97.50%,2022-2024,Male,33,8.60E-04,European or Other
mx,97.50%,2022-2024,Male,34,8.80E-04,European or Other
mx,97.50%,2022-2024,Male,35,9.20E-04,European or Other
mx,97.50%,2022-2024,Male,36,9.50E-04,European or Other
mx,97.50%,2022-2024,Male,37,0.001,European or Other
mx,97.50%,2022-2024,Male,38,0.00102,European or Other
mx,97.50%,2022-2024,Male,39,0.00111,European or Other
mx,97.50%,2022-2024,Male,40,0.00118,European or Other
mx,97.50%,2022-2024,Male,41,0.00131,European or Other
mx,97.50%,2022-2024,Male,42,0.00144,European or Other
mx,97.50%,2022-2024,Male,43,0.00162,European or Other
mx,97.50%,2022-2024,Male,44,0.00174,European or Other
mx,97.50%,2022-2024,Male,45,0.00182,European or Other
mx,97.50%,2022-2024,Male,46,0.00192,European or Other
mx,97.50%,2022-2024,Male,47,0.00206,European or Other
mx,97.50%,2022-2024,Male,48,0.00225,European or Other
mx,97.50%,2022-2024,Male,49,0.00244,European or Other
mx,97.50%,2022-2024,Male,50,0.00263,European or Other
mx,97.50%,2022-2024,Male,51,0.0028,European or Other
mx,97.50%,2022-2024,Male,52,0.00301,European or Other
mx,97.50%,2022-2024,Male,53,0.00325,European or Other
mx,97.50%,2022-2024,Male,54,0.00357,European or Other
mx,97.50%,2022-2024,Male,55,0.00395,European or Other
mx,97.50%,2022-2024,Male,56,0.0043,European or Other
mx,97.50%,2022-2024,Male,57,0.00471,European or Other
mx,97.50%,2022-2024,Male,58,0.00515,European or Other
mx,97.50%,2022-2024,Male,59,0.00561,European or Other
mx,97.50%,2022-2024,Male,60,0.00615,European or Other
mx,97.50%,2022-2024,Male,61,0.00671,European or Other
mx,97.50%,2022-2024,Male,62,0.00733,European or Other
mx,97.50%,2022-2024,Male,63,0.00798,European or Other
mx,97.50%,2022-2024,Male,64,0.00868,European or Other
mx,97.50%,2022-2024,Male,65,0.00946,European or Other
mx,97.50%,2022-2024,Male,66,0.01031,European or Other
mx,97.50%,2022-2024,Male,67,0.0113,European or Other
mx,97.50%,2022-2024,Male,68,0.01244,European or Other
mx,97.50%,2022-2024,Male,69,0.01366,European or Other
mx,97.50%,2022-2024,Male,70,0.01515,European or Other
mx,97.50%,2022-2024,Male,71,0.01679,European or Other
mx,97.50%,2022-2024,Male,72,0.01866,European or Other
mx,97.50%,2022-2024,Male,73,0.02089,European or Other
mx,97.50%,2022-2024,Male,74,0.02335,European or Other
